First Come First Served (FCFS)
Processing job #0
	CYCLE: 0	  REMAINING: 	145  ...
	CYCLE: 576	  REMAINING: 	48  ...
	CYCLE: 577	  REMAINING: 	47  ...
	CYCLE: 578	  REMAINING: 	46  ...
	CYCLE: 579	  REMAINING: 	45  ...
	CYCLE: 580	  REMAINING: 	44  ...
	CYCLE: 581	  REMAINING: 	43  ...
	CYCLE: 582	  REMAINING: 	42  ...
	CYCLE: 583	  REMAINING: 	41  ...
	CYCLE: 584	  REMAINING: 	40  ...
	CYCLE: 585	  REMAINING: 	39  ...
	CYCLE: 586	  REMAINING: 	38  ...
	CYCLE: 587	  REMAINING: 	37  ...
	CYCLE: 588	  REMAINING: 	36  ...
	CYCLE: 589	  REMAINING: 	35  ...
	CYCLE: 590	  REMAINING: 	34  ...
	CYCLE: 591	  REMAINING: 	33  ...
	CYCLE: 592	  REMAINING: 	32  ...
	CYCLE: 593	  REMAINING: 	31  ...
	CYCLE: 594	  REMAINING: 	30  ...
	CYCLE: 595	  REMAINING: 	29  ...
	CYCLE: 596	  REMAINING: 	28  ...
	CYCLE: 597	  REMAINING: 	27  ...
	CYCLE: 598	  REMAINING: 	26  ...
	CYCLE: 599	  REMAINING: 	25  ...
	CYCLE: 600	  REMAINING: 	24  ...
	CYCLE: 601	  REMAINING: 	23  ...
	CYCLE: 602	  REMAINING: 	22  ...
	CYCLE: 603	  REMAINING: 	21  ...
	CYCLE: 604	  REMAINING: 	20  ...
	CYCLE: 605	  REMAINING: 	19  ...
	CYCLE: 606	  REMAINING: 	18  ...
	CYCLE: 607	  REMAINING: 	17  ...
	CYCLE: 608	  REMAINING: 	16  ...
	CYCLE: 609	  REMAINING: 	15  ...
	CYCLE: 610	  REMAINING: 	14  ...
	CYCLE: 611	  REMAINING: 	13  ...
	CYCLE: 612	  REMAINING: 	12  ...
	CYCLE: 613	  REMAINING: 	11  ...
	CYCLE: 614	  REMAINING: 	10  ...
	CYCLE: 615	  REMAINING: 	9  ...
	CYCLE: 616	  REMAINING: 	8  ...
	CYCLE: 617	  REMAINING: 	7  ...
	CYCLE: 618	  REMAINING: 	6  ...
	CYCLE: 619	  REMAINING: 	5  ...
	CYCLE: 620	  REMAINING: 	4  ...
	CYCLE: 621	  REMAINING: 	3  ...
	CYCLE: 622	  REMAINING: 	2  ...
	CYCLE: 623	  REMAINING: 	1  ...
	CYCLE: 624	  REMAINING: 	0  ...
Done


----------------------------------------------
Processing job #6
	CYCLE: 625	  REMAINING: 	62  ...
	CYCLE: 626	  REMAINING: 	61  ...
	CYCLE: 627	  REMAINING: 	60  ...
	CYCLE: 628	  REMAINING: 	59  ...
	CYCLE: 629	  REMAINING: 	58  ...
	CYCLE: 630	  REMAINING: 	57  ...
	CYCLE: 631	  REMAINING: 	56  ...
	CYCLE: 632	  REMAINING: 	55  ...
	CYCLE: 633	  REMAINING: 	54  ...
	CYCLE: 634	  REMAINING: 	53  ...
	CYCLE: 635	  REMAINING: 	52  ...
	CYCLE: 636	  REMAINING: 	51  ...
	CYCLE: 637	  REMAINING: 	50  ...
	CYCLE: 638	  REMAINING: 	49  ...
	CYCLE: 639	  REMAINING: 	48  ...
	CYCLE: 640	  REMAINING: 	47  ...
	CYCLE: 641	  REMAINING: 	46  ...
	CYCLE: 642	  REMAINING: 	45  ...
	CYCLE: 643	  REMAINING: 	44  ...
	CYCLE: 644	  REMAINING: 	43  ...
	CYCLE: 645	  REMAINING: 	42  ...
	CYCLE: 646	  REMAINING: 	41  ...
	CYCLE: 647	  REMAINING: 	40  ...
	CYCLE: 648	  REMAINING: 	39  ...
	CYCLE: 649	  REMAINING: 	38  ...
	CYCLE: 650	  REMAINING: 	37  ...
	CYCLE: 651	  REMAINING: 	36  ...
	CYCLE: 652	  REMAINING: 	35  ...
	CYCLE: 653	  REMAINING: 	34  ...
	CYCLE: 654	  REMAINING: 	33  ...
	CYCLE: 655	  REMAINING: 	32  ...
	CYCLE: 656	  REMAINING: 	31  ...
	CYCLE: 657	  REMAINING: 	30  ...
	CYCLE: 658	  REMAINING: 	29  ...
	CYCLE: 659	  REMAINING: 	28  ...
	CYCLE: 660	  REMAINING: 	27  ...
	CYCLE: 661	  REMAINING: 	26  ...
	CYCLE: 662	  REMAINING: 	25  ...
	CYCLE: 663	  REMAINING: 	24  ...
	CYCLE: 664	  REMAINING: 	23  ...
	CYCLE: 665	  REMAINING: 	22  ...
	CYCLE: 666	  REMAINING: 	21  ...
	CYCLE: 667	  REMAINING: 	20  ...
	CYCLE: 668	  REMAINING: 	19  ...
	CYCLE: 669	  REMAINING: 	18  ...
	CYCLE: 670	  REMAINING: 	17  ...
	CYCLE: 671	  REMAINING: 	16  ...
	CYCLE: 672	  REMAINING: 	15  ...
	CYCLE: 673	  REMAINING: 	14  ...
	CYCLE: 674	  REMAINING: 	13  ...
	CYCLE: 675	  REMAINING: 	12  ...
	CYCLE: 676	  REMAINING: 	11  ...
	CYCLE: 677	  REMAINING: 	10  ...
	CYCLE: 678	  REMAINING: 	9  ...
	CYCLE: 679	  REMAINING: 	8  ...
	CYCLE: 680	  REMAINING: 	7  ...
	CYCLE: 681	  REMAINING: 	6  ...
	CYCLE: 682	  REMAINING: 	5  ...
	CYCLE: 683	  REMAINING: 	4  ...
	CYCLE: 684	  REMAINING: 	3  ...
	CYCLE: 685	  REMAINING: 	2  ...
	CYCLE: 686	  REMAINING: 	1  ...
	CYCLE: 687	  REMAINING: 	0  ...
Done


----------------------------------------------
Processing job #7
	CYCLE: 688	  REMAINING: 	135  ...
	CYCLE: 689	  REMAINING: 	134  ...
	CYCLE: 690	  REMAINING: 	133  ...
	CYCLE: 691	  REMAINING: 	132  ...
	CYCLE: 692	  REMAINING: 	131  ...
	CYCLE: 693	  REMAINING: 	130  ...
	CYCLE: 694	  REMAINING: 	129  ...
	CYCLE: 695	  REMAINING: 	128  ...
	CYCLE: 696	  REMAINING: 	127  ...
	CYCLE: 697	  REMAINING: 	126  ...
	CYCLE: 698	  REMAINING: 	125  ...
	CYCLE: 699	  REMAINING: 	124  ...
	CYCLE: 700	  REMAINING: 	123  ...
	CYCLE: 701	  REMAINING: 	122  ...
	CYCLE: 702	  REMAINING: 	121  ...
	CYCLE: 703	  REMAINING: 	120  ...
	CYCLE: 704	  REMAINING: 	119  ...
	CYCLE: 705	  REMAINING: 	118  ...
	CYCLE: 706	  REMAINING: 	117  ...
	CYCLE: 707	  REMAINING: 	116  ...
	CYCLE: 708	  REMAINING: 	115  ...
	CYCLE: 709	  REMAINING: 	114  ...
	CYCLE: 710	  REMAINING: 	113  ...
	CYCLE: 711	  REMAINING: 	112  ...
	CYCLE: 712	  REMAINING: 	111  ...
	CYCLE: 713	  REMAINING: 	110  ...
	CYCLE: 714	  REMAINING: 	109  ...
	CYCLE: 715	  REMAINING: 	108  ...
	CYCLE: 716	  REMAINING: 	107  ...
	CYCLE: 717	  REMAINING: 	106  ...
	CYCLE: 718	  REMAINING: 	105  ...
	CYCLE: 719	  REMAINING: 	104  ...
	CYCLE: 720	  REMAINING: 	103  ...
	CYCLE: 721	  REMAINING: 	102  ...
	CYCLE: 722	  REMAINING: 	101  ...
	CYCLE: 723	  REMAINING: 	100  ...
	CYCLE: 724	  REMAINING: 	99  ...
	CYCLE: 725	  REMAINING: 	98  ...
	CYCLE: 726	  REMAINING: 	97  ...
	CYCLE: 727	  REMAINING: 	96  ...
	CYCLE: 728	  REMAINING: 	95  ...
	CYCLE: 729	  REMAINING: 	94  ...
	CYCLE: 730	  REMAINING: 	93  ...
	CYCLE: 731	  REMAINING: 	92  ...
	CYCLE: 732	  REMAINING: 	91  ...
	CYCLE: 733	  REMAINING: 	90  ...
	CYCLE: 734	  REMAINING: 	89  ...
	CYCLE: 735	  REMAINING: 	88  ...
	CYCLE: 736	  REMAINING: 	87  ...
	CYCLE: 737	  REMAINING: 	86  ...
	CYCLE: 738	  REMAINING: 	85  ...
	CYCLE: 739	  REMAINING: 	84  ...
	CYCLE: 740	  REMAINING: 	83  ...
	CYCLE: 741	  REMAINING: 	82  ...
	CYCLE: 742	  REMAINING: 	81  ...
	CYCLE: 743	  REMAINING: 	80  ...
	CYCLE: 744	  REMAINING: 	79  ...
	CYCLE: 745	  REMAINING: 	78  ...
	CYCLE: 746	  REMAINING: 	77  ...
	CYCLE: 747	  REMAINING: 	76  ...
	CYCLE: 748	  REMAINING: 	75  ...
	CYCLE: 749	  REMAINING: 	74  ...
	CYCLE: 750	  REMAINING: 	73  ...
	CYCLE: 751	  REMAINING: 	72  ...
	CYCLE: 752	  REMAINING: 	71  ...
	CYCLE: 753	  REMAINING: 	70  ...
	CYCLE: 754	  REMAINING: 	69  ...
	CYCLE: 755	  REMAINING: 	68  ...
	CYCLE: 756	  REMAINING: 	67  ...
	CYCLE: 757	  REMAINING: 	66  ...
	CYCLE: 758	  REMAINING: 	65  ...
	CYCLE: 759	  REMAINING: 	64  ...
	CYCLE: 760	  REMAINING: 	63  ...
	CYCLE: 761	  REMAINING: 	62  ...
	CYCLE: 762	  REMAINING: 	61  ...
	CYCLE: 763	  REMAINING: 	60  ...
	CYCLE: 764	  REMAINING: 	59  ...
	CYCLE: 765	  REMAINING: 	58  ...
	CYCLE: 766	  REMAINING: 	57  ...
	CYCLE: 767	  REMAINING: 	56  ...
	CYCLE: 768	  REMAINING: 	55  ...
	CYCLE: 769	  REMAINING: 	54  ...
	CYCLE: 770	  REMAINING: 	53  ...
	CYCLE: 771	  REMAINING: 	52  ...
	CYCLE: 772	  REMAINING: 	51  ...
	CYCLE: 773	  REMAINING: 	50  ...
	CYCLE: 774	  REMAINING: 	49  ...
	CYCLE: 775	  REMAINING: 	48  ...
	CYCLE: 776	  REMAINING: 	47  ...
	CYCLE: 777	  REMAINING: 	46  ...
	CYCLE: 778	  REMAINING: 	45  ...
	CYCLE: 779	  REMAINING: 	44  ...
	CYCLE: 780	  REMAINING: 	43  ...
	CYCLE: 781	  REMAINING: 	42  ...
	CYCLE: 782	  REMAINING: 	41  ...
	CYCLE: 783	  REMAINING: 	40  ...
	CYCLE: 784	  REMAINING: 	39  ...
	CYCLE: 785	  REMAINING: 	38  ...
	CYCLE: 786	  REMAINING: 	37  ...
	CYCLE: 787	  REMAINING: 	36  ...
	CYCLE: 788	  REMAINING: 	35  ...
	CYCLE: 789	  REMAINING: 	34  ...
	CYCLE: 790	  REMAINING: 	33  ...
	CYCLE: 791	  REMAINING: 	32  ...
	CYCLE: 792	  REMAINING: 	31  ...
	CYCLE: 793	  REMAINING: 	30  ...
	CYCLE: 794	  REMAINING: 	29  ...
	CYCLE: 795	  REMAINING: 	28  ...
	CYCLE: 796	  REMAINING: 	27  ...
	CYCLE: 797	  REMAINING: 	26  ...
	CYCLE: 798	  REMAINING: 	25  ...
	CYCLE: 799	  REMAINING: 	24  ...
	CYCLE: 800	  REMAINING: 	23  ...
	CYCLE: 801	  REMAINING: 	22  ...
	CYCLE: 802	  REMAINING: 	21  ...
	CYCLE: 803	  REMAINING: 	20  ...
	CYCLE: 804	  REMAINING: 	19  ...
	CYCLE: 805	  REMAINING: 	18  ...
	CYCLE: 806	  REMAINING: 	17  ...
	CYCLE: 807	  REMAINING: 	16  ...
	CYCLE: 808	  REMAINING: 	15  ...
	CYCLE: 809	  REMAINING: 	14  ...
	CYCLE: 810	  REMAINING: 	13  ...
	CYCLE: 811	  REMAINING: 	12  ...
	CYCLE: 812	  REMAINING: 	11  ...
	CYCLE: 813	  REMAINING: 	10  ...
	CYCLE: 814	  REMAINING: 	9  ...
	CYCLE: 815	  REMAINING: 	8  ...
	CYCLE: 816	  REMAINING: 	7  ...
	CYCLE: 817	  REMAINING: 	6  ...
	CYCLE: 818	  REMAINING: 	5  ...
	CYCLE: 819	  REMAINING: 	4  ...
	CYCLE: 820	  REMAINING: 	3  ...
	CYCLE: 821	  REMAINING: 	2  ...
	CYCLE: 822	  REMAINING: 	1  ...
	CYCLE: 823	  REMAINING: 	0  ...
Done


----------------------------------------------
Processing job #8
	CYCLE: 824	  REMAINING: 	114  ...
	CYCLE: 825	  REMAINING: 	113  ...
	CYCLE: 826	  REMAINING: 	112  ...
	CYCLE: 827	  REMAINING: 	111  ...
	CYCLE: 828	  REMAINING: 	110  ...
	CYCLE: 829	  REMAINING: 	109  ...
	CYCLE: 830	  REMAINING: 	108  ...
	CYCLE: 831	  REMAINING: 	107  ...
	CYCLE: 832	  REMAINING: 	106  ...
	CYCLE: 833	  REMAINING: 	105  ...
	CYCLE: 834	  REMAINING: 	104  ...
	CYCLE: 835	  REMAINING: 	103  ...
	CYCLE: 836	  REMAINING: 	102  ...
	CYCLE: 837	  REMAINING: 	101  ...
	CYCLE: 838	  REMAINING: 	100  ...
	CYCLE: 839	  REMAINING: 	99  ...
	CYCLE: 840	  REMAINING: 	98  ...
	CYCLE: 841	  REMAINING: 	97  ...
	CYCLE: 842	  REMAINING: 	96  ...
	CYCLE: 843	  REMAINING: 	95  ...
	CYCLE: 844	  REMAINING: 	94  ...
	CYCLE: 845	  REMAINING: 	93  ...
	CYCLE: 846	  REMAINING: 	92  ...
	CYCLE: 847	  REMAINING: 	91  ...
	CYCLE: 848	  REMAINING: 	90  ...
	CYCLE: 849	  REMAINING: 	89  ...
	CYCLE: 850	  REMAINING: 	88  ...
	CYCLE: 851	  REMAINING: 	87  ...
	CYCLE: 852	  REMAINING: 	86  ...
	CYCLE: 853	  REMAINING: 	85  ...
	CYCLE: 854	  REMAINING: 	84  ...
	CYCLE: 855	  REMAINING: 	83  ...
	CYCLE: 856	  REMAINING: 	82  ...
	CYCLE: 857	  REMAINING: 	81  ...
	CYCLE: 858	  REMAINING: 	80  ...
	CYCLE: 859	  REMAINING: 	79  ...
	CYCLE: 860	  REMAINING: 	78  ...
	CYCLE: 861	  REMAINING: 	77  ...
	CYCLE: 862	  REMAINING: 	76  ...
	CYCLE: 863	  REMAINING: 	75  ...
	CYCLE: 864	  REMAINING: 	74  ...
	CYCLE: 865	  REMAINING: 	73  ...
	CYCLE: 866	  REMAINING: 	72  ...
	CYCLE: 867	  REMAINING: 	71  ...
	CYCLE: 868	  REMAINING: 	70  ...
	CYCLE: 869	  REMAINING: 	69  ...
	CYCLE: 870	  REMAINING: 	68  ...
	CYCLE: 871	  REMAINING: 	67  ...
	CYCLE: 872	  REMAINING: 	66  ...
	CYCLE: 873	  REMAINING: 	65  ...
	CYCLE: 874	  REMAINING: 	64  ...
	CYCLE: 875	  REMAINING: 	63  ...
	CYCLE: 876	  REMAINING: 	62  ...
	CYCLE: 877	  REMAINING: 	61  ...
	CYCLE: 878	  REMAINING: 	60  ...
	CYCLE: 879	  REMAINING: 	59  ...
	CYCLE: 880	  REMAINING: 	58  ...
	CYCLE: 881	  REMAINING: 	57  ...
	CYCLE: 882	  REMAINING: 	56  ...
	CYCLE: 883	  REMAINING: 	55  ...
	CYCLE: 884	  REMAINING: 	54  ...
	CYCLE: 885	  REMAINING: 	53  ...
	CYCLE: 886	  REMAINING: 	52  ...
	CYCLE: 887	  REMAINING: 	51  ...
	CYCLE: 888	  REMAINING: 	50  ...
	CYCLE: 889	  REMAINING: 	49  ...
	CYCLE: 890	  REMAINING: 	48  ...
	CYCLE: 891	  REMAINING: 	47  ...
	CYCLE: 892	  REMAINING: 	46  ...
	CYCLE: 893	  REMAINING: 	45  ...
	CYCLE: 894	  REMAINING: 	44  ...
	CYCLE: 895	  REMAINING: 	43  ...
	CYCLE: 896	  REMAINING: 	42  ...
	CYCLE: 897	  REMAINING: 	41  ...
	CYCLE: 898	  REMAINING: 	40  ...
	CYCLE: 899	  REMAINING: 	39  ...
	CYCLE: 900	  REMAINING: 	38  ...
	CYCLE: 901	  REMAINING: 	37  ...
	CYCLE: 902	  REMAINING: 	36  ...
	CYCLE: 903	  REMAINING: 	35  ...
	CYCLE: 904	  REMAINING: 	34  ...
	CYCLE: 905	  REMAINING: 	33  ...
	CYCLE: 906	  REMAINING: 	32  ...
	CYCLE: 907	  REMAINING: 	31  ...
	CYCLE: 908	  REMAINING: 	30  ...
	CYCLE: 909	  REMAINING: 	29  ...
	CYCLE: 910	  REMAINING: 	28  ...
	CYCLE: 911	  REMAINING: 	27  ...
	CYCLE: 912	  REMAINING: 	26  ...
	CYCLE: 913	  REMAINING: 	25  ...
	CYCLE: 914	  REMAINING: 	24  ...
	CYCLE: 915	  REMAINING: 	23  ...
	CYCLE: 916	  REMAINING: 	22  ...
	CYCLE: 917	  REMAINING: 	21  ...
	CYCLE: 918	  REMAINING: 	20  ...
	CYCLE: 919	  REMAINING: 	19  ...
	CYCLE: 920	  REMAINING: 	18  ...
	CYCLE: 921	  REMAINING: 	17  ...
	CYCLE: 922	  REMAINING: 	16  ...
	CYCLE: 923	  REMAINING: 	15  ...
	CYCLE: 924	  REMAINING: 	14  ...
	CYCLE: 925	  REMAINING: 	13  ...
	CYCLE: 926	  REMAINING: 	12  ...
	CYCLE: 927	  REMAINING: 	11  ...
	CYCLE: 928	  REMAINING: 	10  ...
	CYCLE: 929	  REMAINING: 	9  ...
	CYCLE: 930	  REMAINING: 	8  ...
	CYCLE: 931	  REMAINING: 	7  ...
	CYCLE: 932	  REMAINING: 	6  ...
	CYCLE: 933	  REMAINING: 	5  ...
	CYCLE: 934	  REMAINING: 	4  ...
	CYCLE: 935	  REMAINING: 	3  ...
	CYCLE: 936	  REMAINING: 	2  ...
	CYCLE: 937	  REMAINING: 	1  ...
	CYCLE: 938	  REMAINING: 	0  ...
Done


----------------------------------------------
Processing job #9
	CYCLE: 939	  REMAINING: 	92  ...
	CYCLE: 940	  REMAINING: 	91  ...
	CYCLE: 941	  REMAINING: 	90  ...
	CYCLE: 942	  REMAINING: 	89  ...
	CYCLE: 943	  REMAINING: 	88  ...
	CYCLE: 944	  REMAINING: 	87  ...
	CYCLE: 945	  REMAINING: 	86  ...
	CYCLE: 946	  REMAINING: 	85  ...
	CYCLE: 947	  REMAINING: 	84  ...
	CYCLE: 948	  REMAINING: 	83  ...
	CYCLE: 949	  REMAINING: 	82  ...
	CYCLE: 950	  REMAINING: 	81  ...
	CYCLE: 951	  REMAINING: 	80  ...
	CYCLE: 952	  REMAINING: 	79  ...
	CYCLE: 953	  REMAINING: 	78  ...
	CYCLE: 954	  REMAINING: 	77  ...
	CYCLE: 955	  REMAINING: 	76  ...
	CYCLE: 956	  REMAINING: 	75  ...
	CYCLE: 957	  REMAINING: 	74  ...
	CYCLE: 958	  REMAINING: 	73  ...
	CYCLE: 959	  REMAINING: 	72  ...
	CYCLE: 960	  REMAINING: 	71  ...
	CYCLE: 961	  REMAINING: 	70  ...
	CYCLE: 962	  REMAINING: 	69  ...
	CYCLE: 963	  REMAINING: 	68  ...
	CYCLE: 964	  REMAINING: 	67  ...
	CYCLE: 965	  REMAINING: 	66  ...
	CYCLE: 966	  REMAINING: 	65  ...
	CYCLE: 967	  REMAINING: 	64  ...
	CYCLE: 968	  REMAINING: 	63  ...
	CYCLE: 969	  REMAINING: 	62  ...
	CYCLE: 970	  REMAINING: 	61  ...
	CYCLE: 971	  REMAINING: 	60  ...
	CYCLE: 972	  REMAINING: 	59  ...
	CYCLE: 973	  REMAINING: 	58  ...
	CYCLE: 974	  REMAINING: 	57  ...
	CYCLE: 975	  REMAINING: 	56  ...
	CYCLE: 976	  REMAINING: 	55  ...
	CYCLE: 977	  REMAINING: 	54  ...
	CYCLE: 978	  REMAINING: 	53  ...
	CYCLE: 979	  REMAINING: 	52  ...
	CYCLE: 980	  REMAINING: 	51  ...
	CYCLE: 981	  REMAINING: 	50  ...
	CYCLE: 982	  REMAINING: 	49  ...
	CYCLE: 983	  REMAINING: 	48  ...
	CYCLE: 984	  REMAINING: 	47  ...
	CYCLE: 985	  REMAINING: 	46  ...
	CYCLE: 986	  REMAINING: 	45  ...
	CYCLE: 987	  REMAINING: 	44  ...
	CYCLE: 988	  REMAINING: 	43  ...
	CYCLE: 989	  REMAINING: 	42  ...
	CYCLE: 990	  REMAINING: 	41  ...
	CYCLE: 991	  REMAINING: 	40  ...
	CYCLE: 992	  REMAINING: 	39  ...
	CYCLE: 993	  REMAINING: 	38  ...
	CYCLE: 994	  REMAINING: 	37  ...
	CYCLE: 995	  REMAINING: 	36  ...
	CYCLE: 996	  REMAINING: 	35  ...
	CYCLE: 997	  REMAINING: 	34  ...
	CYCLE: 998	  REMAINING: 	33  ...
	CYCLE: 999	  REMAINING: 	32  ...
	CYCLE: 1000	  REMAINING: 	31  ...
	CYCLE: 1001	  REMAINING: 	30  ...
	CYCLE: 1002	  REMAINING: 	29  ...
	CYCLE: 1003	  REMAINING: 	28  ...
	CYCLE: 1004	  REMAINING: 	27  ...
	CYCLE: 1005	  REMAINING: 	26  ...
	CYCLE: 1006	  REMAINING: 	25  ...
	CYCLE: 1007	  REMAINING: 	24  ...
	CYCLE: 1008	  REMAINING: 	23  ...
	CYCLE: 1009	  REMAINING: 	22  ...
	CYCLE: 1010	  REMAINING: 	21  ...
	CYCLE: 1011	  REMAINING: 	20  ...
	CYCLE: 1012	  REMAINING: 	19  ...
	CYCLE: 1013	  REMAINING: 	18  ...
	CYCLE: 1014	  REMAINING: 	17  ...
	CYCLE: 1015	  REMAINING: 	16  ...
	CYCLE: 1016	  REMAINING: 	15  ...
	CYCLE: 1017	  REMAINING: 	14  ...
	CYCLE: 1018	  REMAINING: 	13  ...
	CYCLE: 1019	  REMAINING: 	12  ...
	CYCLE: 1020	  REMAINING: 	11  ...
	CYCLE: 1021	  REMAINING: 	10  ...
	CYCLE: 1022	  REMAINING: 	9  ...
	CYCLE: 1023	  REMAINING: 	8  ...
	CYCLE: 1024	  REMAINING: 	7  ...
	CYCLE: 1025	  REMAINING: 	6  ...
	CYCLE: 1026	  REMAINING: 	5  ...
	CYCLE: 1027	  REMAINING: 	4  ...
	CYCLE: 1028	  REMAINING: 	3  ...
	CYCLE: 1029	  REMAINING: 	2  ...
	CYCLE: 1030	  REMAINING: 	1  ...
	CYCLE: 1031	  REMAINING: 	0  ...
Done


----------------------------------------------
----------------------------------------------


First come, first serve results:

JOB ID    TIME TO COMPLETE    
0 	  145
1 	  239
2 	  312
3 	  418
4 	  527
5 	  624
6 	  687
7 	  823
8 	  938
9 	  1031
Total time: ............. 1032
	(Time for all jobs to complete processing)

Average time: ........... 103.2
		(The average time to complete, including the wait time while items
 are ahead of it in the queue.)
